timestamp,icu_unit,beds_total,beds_occupied,beds_available,ventilators_total,ventilators_in_use,nursing_staff_present,nursing_staff_required,critical_patients,stable_patients,utilization_rate
2024-05-15 09:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-15 09:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-15 09:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-15 11:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-15 11:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-15 11:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-15 11:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-15 11:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-15 13:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-15 13:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-15 13:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-15 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-15 13:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-15 15:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-15 15:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-15 15:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-15 15:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-15 15:00:00,ICU-Trauma,6,4,2,5,3,2,2,2,2,0.6667
2024-05-15 17:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-15 17:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-15 17:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-15 17:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-15 17:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-15 19:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-15 19:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-15 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-15 19:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-15 19:00:00,ICU-Trauma,6,5,1,5,4,1,2,2,3,0.8333
2024-05-15 21:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-15 21:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-15 21:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-15 21:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-15 21:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-15 23:00:00,ICU-General,8,6,2,6,3,3,3,3,3,0.75
2024-05-15 23:00:00,ICU-Cardiac,5,4,1,4,2,2,2,1,3,0.8
2024-05-15 23:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-15 23:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-15 23:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-16 01:00:00,ICU-General,8,6,2,6,4,3,3,3,3,0.75
2024-05-16 01:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-16 01:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 01:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-16 01:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-16 03:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-16 03:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-16 03:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 03:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-16 03:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-16 05:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-16 05:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-16 05:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-16 05:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-16 05:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-16 07:00:00,ICU-General,8,6,2,6,3,3,3,3,3,0.75
2024-05-16 07:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-16 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-16 07:00:00,ICU-Trauma,6,4,2,5,2,2,2,2,2,0.6667
2024-05-16 09:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-16 09:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-16 09:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 09:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-16 09:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-16 11:00:00,ICU-General,8,6,2,6,3,3,3,3,3,0.75
2024-05-16 11:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-16 11:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 11:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-16 11:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-16 13:00:00,ICU-General,8,6,2,6,3,3,3,4,2,0.75
2024-05-16 13:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-16 13:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-16 13:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-16 15:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-16 15:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-16 15:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 15:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-16 15:00:00,ICU-Trauma,6,4,2,5,2,1,2,2,2,0.6667
2024-05-16 17:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-16 17:00:00,ICU-Cardiac,5,3,2,4,2,1,1,1,2,0.6
2024-05-16 17:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 17:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-16 17:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-16 19:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-16 19:00:00,ICU-Cardiac,5,4,1,4,2,2,2,1,3,0.8
2024-05-16 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 19:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-16 19:00:00,ICU-Trauma,6,4,2,5,2,1,2,2,2,0.6667
2024-05-16 21:00:00,ICU-General,8,6,2,6,4,2,3,4,2,0.75
2024-05-16 21:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-16 21:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 21:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-16 21:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-16 23:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-16 23:00:00,ICU-Cardiac,5,3,2,4,2,1,1,1,2,0.6
2024-05-16 23:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-16 23:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-16 23:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-17 01:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-17 01:00:00,ICU-Cardiac,5,3,2,4,2,1,1,2,1,0.6
2024-05-17 01:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-17 01:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-17 01:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-17 03:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-17 03:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-17 03:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-17 03:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-17 03:00:00,ICU-Trauma,6,4,2,5,3,2,2,2,2,0.6667
2024-05-17 05:00:00,ICU-General,8,5,3,6,3,1,2,3,2,0.625
2024-05-17 05:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-17 05:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-17 05:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-17 05:00:00,ICU-Trauma,6,4,2,5,3,1,2,1,3,0.6667
2024-05-17 07:00:00,ICU-General,8,6,2,6,3,3,3,2,4,0.75
2024-05-17 07:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-17 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-17 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-17 07:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-17 09:00:00,ICU-General,8,5,3,6,3,2,2,3,2,0.625
2024-05-17 09:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-17 09:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-17 09:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-17 09:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-17 11:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-17 11:00:00,ICU-Cardiac,5,4,1,4,2,2,2,1,3,0.8
2024-05-17 11:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-17 11:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-17 11:00:00,ICU-Trauma,6,4,2,5,2,1,2,2,2,0.6667
2024-05-17 13:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-17 13:00:00,ICU-Cardiac,5,3,2,4,2,1,1,2,1,0.6
2024-05-17 13:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-17 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-17 13:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-17 15:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-17 15:00:00,ICU-Cardiac,5,3,2,4,2,1,1,1,2,0.6
2024-05-17 15:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-17 15:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-17 15:00:00,ICU-Trauma,6,4,2,5,3,1,2,1,3,0.6667
2024-05-17 17:00:00,ICU-General,8,6,2,6,3,3,3,3,3,0.75
2024-05-17 17:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-17 17:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-17 17:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-17 17:00:00,ICU-Trauma,6,4,2,5,3,1,2,1,3,0.6667
2024-05-17 19:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-17 19:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-17 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-17 19:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-17 19:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-17 21:00:00,ICU-General,8,6,2,6,3,3,3,3,3,0.75
2024-05-17 21:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-17 21:00:00,ICU-Pediatric,4,3,1,3,2,1,1,2,1,0.75
2024-05-17 21:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-17 21:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-17 23:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-17 23:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-17 23:00:00,ICU-Pediatric,4,3,1,3,2,1,1,2,1,0.75
2024-05-17 23:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-17 23:00:00,ICU-Trauma,6,4,2,5,3,1,2,1,3,0.6667
2024-05-18 01:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-18 01:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-18 01:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 01:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-18 01:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-18 03:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-18 03:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-18 03:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 03:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-18 03:00:00,ICU-Trauma,6,5,1,5,4,1,2,2,3,0.8333
2024-05-18 05:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-18 05:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-18 05:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 05:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-18 05:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-18 07:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-18 07:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-18 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-18 07:00:00,ICU-Trauma,6,4,2,5,3,2,2,2,2,0.6667
2024-05-18 09:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-18 09:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-18 09:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 09:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-18 09:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-18 11:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-18 11:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-18 11:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 11:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-18 11:00:00,ICU-Trauma,6,4,2,5,2,2,2,2,2,0.6667
2024-05-18 13:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-18 13:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-18 13:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-18 13:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-18 15:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-18 15:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-18 15:00:00,ICU-Pediatric,4,3,1,3,2,1,1,2,1,0.75
2024-05-18 15:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-18 15:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-18 17:00:00,ICU-General,8,6,2,6,3,2,3,4,2,0.75
2024-05-18 17:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-18 17:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 17:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-18 17:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-18 19:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-18 19:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-18 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 19:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-18 19:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-18 21:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-18 21:00:00,ICU-Cardiac,5,4,1,4,3,2,2,2,2,0.8
2024-05-18 21:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 21:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-18 21:00:00,ICU-Trauma,6,4,2,5,3,1,2,1,3,0.6667
2024-05-18 23:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-18 23:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-18 23:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-18 23:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-18 23:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-19 01:00:00,ICU-General,8,6,2,6,4,3,3,3,3,0.75
2024-05-19 01:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-19 01:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-19 01:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-19 01:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-19 03:00:00,ICU-General,8,7,1,6,4,3,3,4,3,0.875
2024-05-19 03:00:00,ICU-Cardiac,5,5,0,4,3,2,2,3,2,1.0
2024-05-19 03:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-19 03:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-19 03:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-19 05:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-19 05:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-19 05:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-19 05:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-19 05:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-19 07:00:00,ICU-General,8,7,1,6,5,2,3,4,3,0.875
2024-05-19 07:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-19 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-19 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-19 07:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-19 09:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-19 09:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-19 09:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-19 09:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-19 09:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-19 11:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-19 11:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-19 11:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-19 11:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-19 11:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-19 13:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-19 13:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-19 13:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-19 13:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-19 13:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-19 15:00:00,ICU-General,8,7,1,6,4,3,3,3,4,0.875
2024-05-19 15:00:00,ICU-Cardiac,5,5,0,4,3,2,2,3,2,1.0
2024-05-19 15:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-19 15:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-19 15:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-19 17:00:00,ICU-General,8,7,1,6,5,2,3,4,3,0.875
2024-05-19 17:00:00,ICU-Cardiac,5,4,1,4,2,2,2,1,3,0.8
2024-05-19 17:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-19 17:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-19 17:00:00,ICU-Trauma,6,6,0,5,4,3,3,3,3,1.0
2024-05-19 19:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-19 19:00:00,ICU-Cardiac,5,5,0,4,3,2,2,2,3,1.0
2024-05-19 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-19 19:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-19 19:00:00,ICU-Trauma,6,6,0,5,3,2,3,3,3,1.0
2024-05-19 21:00:00,ICU-General,8,7,1,6,4,3,3,3,4,0.875
2024-05-19 21:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-19 21:00:00,ICU-Pediatric,4,4,0,3,2,2,2,2,2,1.0
2024-05-19 21:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-19 21:00:00,ICU-Trauma,6,6,0,5,4,2,3,3,3,1.0
2024-05-19 23:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-19 23:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-19 23:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-19 23:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-19 23:00:00,ICU-Trauma,6,6,0,5,3,2,3,3,3,1.0
2024-05-20 01:00:00,ICU-General,8,7,1,6,4,2,3,2,5,0.875
2024-05-20 01:00:00,ICU-Cardiac,5,5,0,4,3,1,2,3,2,1.0
2024-05-20 01:00:00,ICU-Pediatric,4,4,0,3,2,2,2,1,3,1.0
2024-05-20 01:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-20 01:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-20 03:00:00,ICU-General,8,8,0,6,4,4,4,4,4,1.0
2024-05-20 03:00:00,ICU-Cardiac,5,5,0,4,3,2,2,2,3,1.0
2024-05-20 03:00:00,ICU-Pediatric,4,4,0,3,2,2,2,2,2,1.0
2024-05-20 03:00:00,ICU-Neonatal,3,3,0,2,2,1,1,1,2,1.0
2024-05-20 03:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-20 05:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-20 05:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-20 05:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-20 05:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-20 05:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-20 07:00:00,ICU-General,8,8,0,6,5,3,4,5,3,1.0
2024-05-20 07:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-20 07:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-20 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-20 07:00:00,ICU-Trauma,6,6,0,5,4,2,3,3,3,1.0
2024-05-20 09:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-20 09:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-20 09:00:00,ICU-Pediatric,4,4,0,3,2,2,2,1,3,1.0
2024-05-20 09:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-20 09:00:00,ICU-Trauma,6,6,0,5,4,2,3,3,3,1.0
2024-05-20 11:00:00,ICU-General,8,8,0,6,5,4,4,4,4,1.0
2024-05-20 11:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-20 11:00:00,ICU-Pediatric,4,4,0,3,2,2,2,1,3,1.0
2024-05-20 11:00:00,ICU-Neonatal,3,3,0,2,2,1,1,1,2,1.0
2024-05-20 11:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-20 13:00:00,ICU-General,8,8,0,6,5,3,4,3,5,1.0
2024-05-20 13:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-20 13:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-20 13:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-20 13:00:00,ICU-Trauma,6,6,0,5,4,2,3,4,2,1.0
2024-05-20 15:00:00,ICU-General,8,8,0,6,5,4,4,4,4,1.0
